PWS_NAME,PWSID,WDCODE,SOURCE,CONNECTIONS,TYPE,AREA,OWNERSHIP,Shape_STAr,Shape_STLe,Basin_count,BasinNo,AB3030,ABTOC,Abmonth,SB1938,SBTOC,Sbmonth,no.irwms,IWRM,MPTOC1,name.irwm1,IRWMorg1,MPTOC2,name.irwmp2,IRWMorg2,MPTOC3,name.irwmp3,IRWMorg3,member
Calpella County Water District,2300507,434,Surface Water Purchased,176,Community,Residential Area,Local,1635732.594,10251.3654,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Camarillo  City Of,5610019,443,Surface Water Purchased,13272,Community,Residential Area,Local,24033329.66,38639.97376,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Cambria Community Service District,4010014,445,Groundwater,4031,Community,Residential Area,Local,12471887.33,27823.66788,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Camp Far West Irrigation District,NA,450,NA,NA,NA,NA,NA,19725621.57,34635.81106,119,5-21.61,0,N/A,NA,0,NA,NA,1,1,2/1/2008,Yuba County,27,,,NA,,,,NA
Camp Meeker Recreation and Park District,4910029,NA,Groundwater,369,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,NA
Campo Hills County Public Works Wastewater,3710047,NA,Groundwater under direct influence,216,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Camptonville Community Services District,NA,4473,NA,NA,NA,NA,NA,133094369.5,99307.38856,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Camrosa Water District,5610063,467,Surface Water Purchased,8294,Community,Residential Area,Local,72818280.59,54289.77092,NA,NA,1,4/24/1997,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Capay Rancho Water District,NA,472,NA,NA,NA,NA,NA,297430.1427,24368.55586,61,5-21.51,0,N/A,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Capistrano Bay Community Service District,NA,473,NA,NA,NA,NA,NA,8004437.868,28850.35271,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Capistrano Valley Water District,NA,474,NA,NA,NA,NA,NA,36909005.73,29145.58393,NA,NA,1,5/1/1994,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Carlsbad Municipal Water District,3710005,478,Surface Water Purchased,28468,Community,Other Residential Area,Local,83079240.58,47728.75699,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Carmichael Water District,3410004,481,Groundwater under direct influence,11242,Community,Residential Area,Local,22130057.28,27430.97235,NA,NA,0,NA,NA,1,12/11/2008,NA,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,NA
Carpenter Irrigation District,NA,483,NA,NA,NA,NA,NA,5287661.692,16570.25688,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Carpinteria  City Of,NA,484,NA,NA,NA,NA,NA,24005429.95,29886.55686,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Carpinteria Valley Water District,4210001,485,Surface Water Purchased,4293,Community,Residential Area,Local,35876088.81,41953.13247,NA,NA,1,8/14/1996,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Caruthers Community Service District,1010039,488,Groundwater,676,Community,Residential Area,Local,1817305.692,8955.15117,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Casitas Municipal Water District,5610024,495,Surface Water,2922,Community,Residential Area,Local,354033351,124734.1788,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Caspar South Water District,NA,4062,NA,NA,NA,NA,NA,457798.1957,4096.52075,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Castaic Lake Water Agency,1910048,496,Surface Water,26,Community,Wholesaler (Sells Water),Local,506223365.7,191915.4304,NA,NA,0,NA,NA,1,12/1/2003,NA,1,1,6/1/2008,Upper Santa Clara River,7,,,NA,,,,NA
Castlewood Domestic Water System,105008,NA,Groundwater Purchased,194,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Castroville Community Services District,2710005,NA,Groundwater,2051,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Castroville Water District,NA,498,NA,NA,NA,NA,NA,3976327.355,16446.76916,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cathedral City,NA,499,NA,NA,NA,NA,NA,50516019.13,55814.01195,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cawelo Water District,NA,500,NA,NA,NA,NA,NA,187398631.6,118220.2048,21,5-22.14,1,7/21/1994,19,1,7/1/2007,25,1,1,7/26/2007,Poso Creek,9,,,NA,,,,NA
Cedarville County Water District,2510002,505,Groundwater,265,Community,Residential Area,Local,1520630.96,7511.439441,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Centerville Community Services District,4510011,507,Surface Water Purchased,1232,Community,Recreation Area,Local,4138215.703,61314.39564,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Centinella Water District,NA,509,NA,NA,NA,NA,NA,3558584.891,15321.10627,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Central Basin Municipal Water District,1910253,510,Groundwater,3,Community,Wholesaler (Sells Water),Local,471250586.4,271581.9019,NA,NA,0,NA,NA,0,NA,NA,2,1,6/13/2007,Gateway,29,12/13/2006,Greater Los Angeles County,16,,,,NA
Central California Irrigation District,NA,512,NA,NA,NA,NA,NA,609702409.9,668802.594,26,5-22.07,1,12/5/1997,59,0,N/A,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,1600
Central Coast Water Authority,4210030,NA,Surface Water,17,Community,Wholesaler (Sells Water),Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Central Delta Water Agency,NA,516,NA,NA,NA,NA,NA,502766901.3,139053.9562,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Central San Joaquin Water Conservation District,NA,519,NA,NA,NA,NA,NA,272983268.8,125868.7312,NA,NA,0,NA,NA,1,9/22/2004,NA,1,1,7/25/2007,Eastern San Joaquin,13,,,NA,,,,NA
Central Water District,4410018,521,Groundwater,803,Community,Residential Area,Local,10845924.55,27982.99061,NA,NA,0,NA,NA,0,NA,NA,1,1,8/27/2014,Santa Cruz,11,,,NA,,,,NA
Ceres  City Of,5010028,522,Groundwater,11306,Community,Residential Area,Local,15316379.47,28189.22181,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cerritos City Of,1910019,524,Surface Water Purchased,15752,Community,Residential Area,Local,22572598.76,37901.66325,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Channel Islands Beach Community Service District,5610039,528,Surface Water Purchased,1898,Community,Residential Area,Local,1494784.677,16885.03838,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Chester Public Utilities District,3210009,539,Groundwater,1199,Community,Residential Area,Local,4122405.861,13390.47697,NA,NA,0,NA,NA,0,NA,NA,1,1,11/18/2016,Upper Feather River Watershed,36,,,NA,,,,NA
Chetmoore Acres Water Agency,NA,540,NA,NA,NA,NA,NA,284217.8118,4531.292116,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Chino  City Of,3610012,545,Surface Water Purchased,18805,Community,Residential Area,Local,45547035.56,33833.88445,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Chino Hills  City Of,3610036,547,Surface Water Purchased,21392,Community,Residential Area,Local,115253035.3,53692.78519,NA,NA,1,12/3/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Chowchilla City Of,2010001,NA,Groundwater,3833,Community,Residential Area,Local,NA,NA,40,5-22.05,1,12/3/1997,NA,0,N/A,NA,1,1,4/14/2008,Madera,14,,,NA,,,,3000
Chowchilla Water District,NA,550,NA,NA,NA,NA,NA,323009934.1,111718.7136,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Chowchilla Water District-Red Top Resource Conservation District JPA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,5-22.05,1,12/3/1997,59,0,NA,NA,1,1,4/14/2008,Madera,14,,,NA,,,,304
Christian Valley Park Community Service District,3110034,551,Surface Water,615,Community,Residential Area,Local,6683180.233,14607.19897,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Circle Oaks County Water District,NA,558,NA,NA,NA,NA,NA,947568.7204,4652.476676,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Circle Water District,NA,559,NA,NA,NA,NA,NA,1017973.713,6538.3794,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Citrus Heights  City Of,NA,2832,NA,NA,NA,NA,NA,36773757.16,29355.37493,NA,NA,0,NA,NA,0,NA,NA,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,NA
Citrus Heights Water District,3410006,561,Surface Water Purchased,39116,Community,Residential Area,Local,32554291.64,39809.73338,NA,NA,0,NA,NA,1,12/11/2008,NA,NA,0,NA,NA,NA,,,NA,,,,NA
City Of Industry Waterworks Systems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clark's Fork Reclamation District,NA,563,NA,NA,NA,NA,NA,10356845.1,21014.22163,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clay Water District,NA,565,NA,NA,NA,NA,NA,28597686.75,28706.04525,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clayton Water District,NA,567,NA,NA,NA,NA,NA,16724304.33,33663.73526,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clear Creek Community Services District,4510016,568,Surface Water & Groundwater,2406,Community,Residential Area,Local,433584.4813,3116.162944,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clear Ridge Water Agency,NA,569,NA,NA,NA,NA,NA,2915501.993,15784.39451,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clearlake Oaks Community Water District,1710001,570,Surface Water,1796,Community,Secondary Residences,Local,9327706.08,22913.80079,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clements Water Works #43,3900504,4429,Groundwater,65,Community,Residential Area,Local,334655.5396,4036.8983,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Clio Public Utility District,3200509,571,Groundwater,47,Community,Residential Area,Local,887683.6967,5146.700328,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cloverdale  City Of,NA,572,NA,NA,NA,NA,NA,5930701.027,22310.22336,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Clovis City Of,1010003,574,Surface Water,32571,Community,Residential Area,Local,42464971.76,41683.86595,17,5-22.08,0,NA,NA,1,12/1/2006,59,1,1,10/17/2012,Kings Basin,17,,,NA,,,,600000
Clovis City Of,1010003,574,Surface Water,32571,Community,Residential Area,Local,42464971.76,41683.86595,26,5-22.07,0,NA,NA,1,12/1/2006,59,1,1,10/17/2012,Kings Basin,17,,,NA,,,,600000
Coachella  City Of,NA,575,NA,NA,NA,NA,NA,55690115.42,55522.30888,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Coachella Valley Community Water District,NA,576,NA,NA,NA,NA,NA,558390650.8,174201.0093,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Coachella Valley Water District,3310001,577,Groundwater,103526,Community,Residential Area,Local,2588932404,465068.6059,65,7-21.01,1,9/1/2002,NA,1,1/1/2012,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Coachella Valley Water District,3310001,577,Groundwater,103526,Community,Residential Area,Local,2588932404,465068.6059,103,7-21.02,1,9/1/2002,NA,1,1/1/2012,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Coachella Water Authority,3310007,NA,Groundwater,7776,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Coalinga  City Of,1010004,578,Surface Water,3580,Community,Residential Area,Local,431224006.8,106135.7408,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Coastal Municipal Water District,NA,581,NA,NA,NA,NA,NA,152025402.3,155165.817,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Coastside County Water District,4110011,583,Surface Water,7053,Community,Residential Area,Local,32517256.72,78519.75095,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cobb Area County Water District,1710012,NA,Groundwater,425,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Collinsville Water Works,4800511,NA,Groundwater,20,Community,Residential Area,Mixed,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Colonial Realty Irrigation District,NA,592,NA,NA,NA,NA,NA,4828090.028,10057.36001,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Colton  City Of,3610014,596,Groundwater,10301,Community,Residential Area,Local,34890822.12,67554.35232,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Colusa  City Of,610002,598,Groundwater,2126,Community,Residential Area,Local,4322629.2,20594.53881,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Colusa County,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,5-21.52,0,NA,NA,1,9/1/2008,80,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Colusa County,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,5-21.58,0,NA,NA,1,9/1/2008,80,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Colusa County Water District,600013,642,Groundwater,288,Community,Residential Area,Local,885027.3328,11318.9497,NA,NA,0,NA,NA,0,NA,NA,2,1,7/1/2007,Yolo County,11,12/12/2006,Sacramento Valley,33,,,,NA
Colusa Drain Water Users Association,NA,603,NA,NA,NA,NA,NA,149214226.5,298104.8774,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Commerce City Of,1910050,606,Surface Water Purchased,1046,Community,Residential Area,Local,17056405.59,28816.98412,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Compton City Of,1910026,607,Surface Water Purchased,14318,Community,Residential Area,Local,26864204.78,38129.33586,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Congress Valley Water District,NA,611,NA,NA,NA,NA,NA,5575491.522,22002.26125,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Consolidated Irrigation District,NA,612,NA,NA,NA,NA,NA,643512582.9,158547.3587,17,5-22.08,1,8/5/1995,31,1,3/6/2009,86,1,1,10/17/2012,Kings Basin,44,,,NA,,,,NA
Contra Costa Water District,710003,613,Surface Water,61110,Community,Residential Area,Local,559790685.9,391150.2295,NA,NA,0,NA,NA,0,NA,NA,2,1,11/1/2006,Bay Area,19,7/1/2005,East Contra Costa County,9,,,,NA
Corcoran  City Of,1610004,618,Groundwater,3161,Community,Residential Area,Local,21400536.63,29992.33564,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Corcoran Irrigation District,NA,619,NA,NA,NA,NA,NA,188556789.4,153055.656,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cordua Irrigation District,NA,621,NA,NA,NA,NA,NA,47117576.73,47771.07231,121,5-21.60,1,3/1/2005,146,1,12/28/2010,108,1,1,2/1/2008,Yuba County,27,,,NA,,,,257
Corning  City Of,5210001,622,Groundwater,2264,Community,Residential Area,Local,7239339.768,19173.58047,61,5-21.21,1,11/1/1996,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Corning Water District,NA,623,NA,NA,NA,NA,NA,57691897.41,176604.3941,61,5-21.51,1,11/1/1996,46,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,586
Corona  City Of,3310037,624,Surface Water Purchased,41345,Community,Other Residential Area,Local,124380196.5,78493.49756,NA,NA,0,NA,NA,1,6/1/2008,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Corral Hollow Public Water System,3900702,NA,Groundwater,38,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cortina Water District,NA,627,NA,NA,NA,NA,NA,2482889.551,8030.612618,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cotati  City Of,4910016,2990,Groundwater,2575,Community,Residential Area,Local,15105161.34,22154.34521,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Cottonwood Water District,4510007,630,Groundwater,1190,Community,Residential Area,Local,41392128.65,30412.37929,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Covina  City Of,1910127,644,Surface Water Purchased,8504,Community,Residential Area,Local,12563513.15,34042.32312,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crag View Community Service District,NA,647,NA,NA,NA,NA,NA,620932.7331,3470.423555,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crescent City Of,810001,650,Groundwater,3416,Community,Residential Area,Local,30585700.05,67343.98209,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Crescenta Valley Water District,1910028,652,Surface Water Purchased,7995,Community,Residential Area,Local,10315758.27,24091.8082,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crestline - Lake Arrowhead Water Agency,3610114,653,Surface Water,1332,Community,Wholesaler (Sells Water),State Government,217305264.5,119267.813,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crestline Village Water District,3610015,654,Surface Water Purchased,5077,Community,Residential Area,Local,11207880.56,29515.52751,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crowley Lake Mutual Water District,2600546,4299,Groundwater,67,Community,Residential Area,Local,1811537.56,7530.30951,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Crows Landing Community Service District,5000005,656,Groundwater,138,Community,Residential Area,Local,513390.8026,6647.11347,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cucamonga Valley Water District,3610018,664,Surface Water,51603,Community,Residential Area,Local,123700287.1,59656.02167,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cupertino  City Of,4310018,667,Surface Water Purchased,4468,Community,Residential Area,Local,11486019.29,24749.76306,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cutler Public Utilities District,5410001,668,Groundwater,1218,Community,Residential Area,Local,2116218.228,8355.199629,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Cuyama Community Service District,4210009,669,Groundwater,232,Community,Residential Area,Local,1409368.463,6904.173872,NA,NA,0,NA,NA,0,NA,NA,1,1,5/1/2007,Santa Barbara County,35,,,NA,,,,NA
Daggett Community Service District,NA,672,NA,NA,NA,NA,NA,69716501.84,38555.24193,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Daly City,4110013,673,Surface Water Purchased,22549,Community,Residential Area,Local,17536079.86,52131.09883,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Darwin Community Service District,NA,676,NA,NA,NA,NA,NA,419420.9935,2821.285169,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Davenport County Sanitation,4400571,NA,Surface Water,130,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Davis  City Of,5710001,678,Groundwater,16368,Community,Residential Area,Local,30941680.65,36997.38724,30,5-21.67,0,NA,NA,1,5/16/2006,52.5,1,1,7/1/2007,Yolo County,11,,,NA,,,,16229
Deer Creek and Tule River Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5-22.11,1,3/24/1995,27,1,5/1/2012,54,NA,0,NA,NA,NA,,,NA,,,,74305
Deer Creek and Tule River Authority,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5-22.13,1,4/24/1995,28,1,5/1/2012,54,NA,0,NA,NA,NA,,,NA,,,,74305
Deer Creek Irrigation District,NA,2830,NA,NA,NA,NA,NA,8782399.41,16247.15658,18,5-21.57,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Mar  City Of,3710004,691,Surface Water Purchased,1854,Community,Other Residential Area,Local,4572358.088,12403.42722,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Oro East Plano District,5400767,695,Groundwater,15,Community,Residential Area,Mixed,16849.96514,523.9520343,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Oro Grandview Gardens District,NA,696,NA,NA,NA,NA,NA,104015.8534,1372.738386,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Oro River Island Service Territory,NA,697,NA,NA,NA,NA,NA,3483208.458,21446.61768,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Oro Water Service Area,NA,704,NA,NA,NA,NA,NA,27557601.25,56397.64251,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Del Paso Manor Water District,3410007,705,Groundwater,1797,Community,Residential Area,Local,2484122.613,6966.250515,NA,NA,0,NA,NA,1,12/11/2008,NA,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,NA
Del Puerto Water District,NA,706,NA,NA,NA,NA,NA,222138099.1,295001.5188,NA,NA,1,5/21/1996,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Del Rey Community Services District,1010035,707,Groundwater,328,Community,Residential Area,Local,918369.1852,7234.27664,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Delano  City Of,1510005,711,Groundwater,9046,Community,Residential Area,Local,119329213.7,172612.607,NA,NA,0,NA,NA,0,NA,NA,1,1,11/14/2011,Kern,46,,,NA,,,,NA
Delano-Earlimart Irrigation District,NA,712,NA,NA,NA,NA,NA,227859309.1,78481.82838,28,5-22.13,0,NA,NA,1,8/1/2007,67,1,1,7/26/2007,Poso Creek,9,,,NA,,,,400
Delft Colony Water,5403023,NA,Groundwater,99,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Delhi County Water District,2410006,716,Groundwater,2333,Community,Residential Area,Local,3593512.466,13532.6032,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Denair Community Service District,5010021,719,Groundwater,1294,Community,Residential Area,Local,2175168.949,9279.436118,NA,NA,1,10/14/1997,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Descanso Community Water District,3710009,721,Groundwater,322,Community,Other Residential Area,Local,1776194.385,17404.94149,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Desert Hot Springs  City Of,NA,723,NA,NA,NA,NA,NA,26758708.93,29802.92427,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Desert Lake Community Service District,1510027,NA,Surface Water Purchased,248,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Desert Water Agency,3310005,727,Surface Water,21424,Community,Other Residential Area,Local,833951090.3,224811.9367,103,7-21.02,0,NA,NA,0,NA,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Desert Water Agency,3310005,727,Surface Water,21424,Community,Other Residential Area,Local,833951090.3,224811.9367,65,7-21.01,0,NA,NA,0,NA,NA,1,1,12/14/2010,Coachella Valley,5,,,NA,,,,NA
Devils Den Water District,NA,729,NA,NA,NA,NA,NA,35570609.53,45404.81316,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Diablo Water District,710007,731,Surface Water Purchased,10654,Community,Residential Area,Local,51947060.12,49962.4653,65,7-21.01,0,NA,NA,1,5/31/2007,NA,1,1,7/1/2005,East Contra Costa County,9,,,NA,,,,NA
Dinuba  City Of,5410002,737,Groundwater,7012,Community,Residential Area,Local,8851358.854,21430.34975,NA,NA,0,NA,NA,0,NA,NA,1,1,10/17/2012,Kings Basin,44,,,NA,,,,NA
Discovery Bay  Town Of,710009,738,Groundwater,5842,Community,Residential Area,Local,11351217.54,22380.65635,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Dixon  City Of,4810009,2998,Groundwater,2604,Community,Residential Area,Local,7049970.689,23769.96332,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Donner Summit Public Utility District,2910016,4220,Surface Water,273,Community,Residential Area,Local,32674409.82,30822.21015,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Dorris  City Of,4710001,744,Groundwater,481,Community,Residential Area,Local,1776809.629,7193.478694,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Dos Palos City Of,2410002,745,Surface Water,2581,Community,Residential Area,Local,14318866.95,35715.18111,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
